t,x_m,v_mps,a_mps2,throttle,brake,power_W,F_drive_N,F_rr_N
67.29999999999752,1226.3527119440894,25.922638293245583,0.1517867515824627,1.0,0.0,1200.0,39.35015089037317,18.691974000000002
67.30999999999753,1226.611953504004,25.924155991466872,0.1517698221287852,1.0,0.0,1200.0,39.34784679172767,18.691974000000002
67.31999999999753,1226.8712102392085,25.925673520432326,0.15175289654544333,1.0,0.0,1200.0,39.34554321983484,18.691974000000002
67.32999999999754,1227.1304821480103,25.927190880180635,0.15173597483099416,1.0,0.0,1200.0,39.343240174498305,18.691974000000002
67.33999999999754,1227.3897692287178,25.928708070750474,0.15171905698399563,1.0,0.0,1200.0,39.340937655521806,18.691974000000002
67.34999999999755,1227.6490714796396,25.930225092180503,0.15170214300300647,1.0,0.0,1200.0,39.33863566270918,18.691974000000002
67.35999999999756,1227.9083888990847,25.93174194450937,0.15168523288658603,1.0,0.0,1200.0,39.33633419586436,18.691974000000002
67.36999999999756,1228.1677214853623,25.933258627775704,0.15166832663329446,1.0,0.0,1200.0,39.33403325479138,18.691974000000002
67.37999999999757,1228.4270692367825,25.934775142018122,0.15165142424169273,1.0,0.0,1200.0,39.33173283929438,18.691974000000002
67.38999999999757,1228.6864321516553,25.936291487275227,0.1516345257103425,1.0,0.0,1200.0,39.329432949177615,18.691974000000002
67.39999999999758,1228.945810228291,25.937807663585605,0.15161763103780615,1.0,0.0,1200.0,39.327133584245416,18.691974000000002
67.40999999999758,1229.205203465001,25.939323670987832,0.15160074022264686,1.0,0.0,1200.0,39.32483474430224,18.691974000000002
67.41999999999759,1229.4646118600963,25.940839509520465,0.1515838532634285,1.0,0.0,1200.0,39.32253642915262,18.691974000000002
67.42999999999759,1229.7240354118885,25.94235517922205,0.15156697015871587,1.0,0.0,1200.0,39.32023863860123,18.691974000000002
67.4399999999976,1229.9834741186899,25.943870680131123,0.15155009090707425,1.0,0.0,1200.0,39.31794137245281,18.691974000000002
67.4499999999976,1230.2429279788128,25.945386012286193,0.15153321550706977,1.0,0.0,1200.0,39.315644630512196,18.691974000000002
67.4599999999976,1230.50239699057,25.946901175725767,0.1515163439572694,1.0,0.0,1200.0,39.31334841258437,18.691974000000002
67.46999999999761,1230.761881152275,25.94841617048833,0.15149947625624074,1.0,0.0,1200.0,39.311052718474365,18.691974000000002
67.47999999999762,1231.021380462241,25.949930996612355,0.15148261240255215,1.0,0.0,1200.0,39.30875754798735,18.691974000000002
67.48999999999762,1231.2808949187825,25.951445654136304,0.15146575239477275,1.0,0.0,1200.0,39.30646290092857,18.691974000000002
67.49999999999763,1231.5404245202135,25.95296014309862,0.15144889623147248,1.0,0.0,1200.0,39.304168777103406,18.691974000000002
67.50999999999763,1231.7999692648489,25.954474463537732,0.15143204391122192,1.0,0.0,1200.0,39.3018751763173,18.691974000000002
67.51999999999764,1232.0595291510037,25.955988615492057,0.1514151954325924,1.0,0.0,1200.0,39.29958209837583,18.691974000000002
67.52999999999764,1232.3191041769937,25.957502598999998,0.15139835079415603,1.0,0.0,1200.0,39.29728954308464,18.691974000000002
67.53999999999765,1232.5786943411347,25.959016414099942,0.15138150999448574,1.0,0.0,1200.0,39.29499751024951,18.691974000000002
67.54999999999765,1232.8382996417429,25.960530060830262,0.15136467303215492,1.0,0.0,1200.0,39.292705999676286,18.691974000000002
67.55999999999766,1233.097920077135,25.96204353922932,0.15134783990573805,1.0,0.0,1200.0,39.29041501117095,18.691974000000002
67.56999999999766,1233.3575556456285,25.963556849335458,0.1513310106138101,1.0,0.0,1200.0,39.288124544539556,18.691974000000002
67.57999999999767,1233.6172063455404,25.965069991187008,0.15131418515494688,1.0,0.0,1200.0,39.28583459958827,18.691974000000002
67.58999999999767,1233.8768721751885,25.966582964822287,0.15129736352772497,1.0,0.0,1200.0,39.28354517612337,18.691974000000002
67.59999999999768,1234.1365531328913,25.968095770279593,0.15128054573072158,1.0,0.0,1200.0,39.28125627395121,18.691974000000002
67.60999999999768,1234.3962492169674,25.969608407597217,0.15126373176251479,1.0,0.0,1200.0,39.27896789287826,18.691974000000002
